,Unnamed: 0,titre,type,reference,departement,date,lien,departement nb,Categorie
599,599,"Chauffeur, Manutentionnaire en logistique (H/F)  - VANDOEUVRE-LES-NANCY",Fonction publique Territoriale,O054230601074450,Meurthe et Moselle (54),2023-12-27,https://choisirleservicepublic.gouv.fr/offre-emploi/chauffeur-manutentionnaire-en-logistique-hf----vandoeuvre-les-nancy-reference-O054230601074450/,54.0,C
600,600,Agent de Logistique (H/F),Fonction publique Hospitalière,2023-1434269,Marne (51),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-de-logistique-hf--reference-2023-1434269/,51.0,C
601,601,DCRFPN Est - Agent de restauration,Fonction publique de l'État,MINT_BS051PNC-78168,Marne (51),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/dcrfpn-est---agent-de-restauration-reference-MINT_BS051PNC-78168/,51.0,C
602,602,PREF 67 - Employé(e) de résidence,Fonction publique de l'État,MINT_BS067ATC-78167,Bas Rhin (67),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/pref-67---employee-de-residence-reference-MINT_BS067ATC-78167/,67.0,C
603,603,Policier municipal (h/f) - CHALONS EN CHAMPAGNE,Fonction publique Territoriale,O051231101266371,Marne (51),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/policier-municipal-hf---chalons-en-champagne-reference-O051231101266371/,51.0,C
604,604,Jardinier spécialité élagage / abattage - Mairie de SAINT ANDRE LES VERGERS,Fonction publique Territoriale,O010231001208317,Aube (10),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/jardinier-specialite-elagage--abattage---mairie-de-saint-andre-les-vergers-reference-O010231001208317/,10.0,C
605,605,Jardinier - Mairie de SAINT ANDRE LES VERGERS,Fonction publique Territoriale,O010231001207456,Aube (10),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/jardinier---mairie-de-saint-andre-les-vergers-reference-O010231001207456/,10.0,C
606,606,Agent d'entretien de voirie - Mairie de SAINT ANDRE LES VERGERS,Fonction publique Territoriale,O010231001238648,Aube (10),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-entretien-de-voirie---mairie-de-saint-andre-les-vergers-reference-O010231001238648/,10.0,C
607,607,Assistante administrative - Services Techniques Municipaux - Mairie de SAINT ANDRE LES VERGERS,Fonction publique Territoriale,O010231001239012,Aube (10),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/assistante-administrative---services-techniques-municipaux---mairie-de-saint-andre-les-vergers-reference-O010231001239012/,10.0,C
608,608,Agent d'entretien de voirie - Mairie de SAINT ANDRE LES VERGERS,Fonction publique Territoriale,O010231001239138,Aube (10),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-entretien-de-voirie---mairie-de-saint-andre-les-vergers-reference-O010231001239138/,10.0,C
609,609,Référent sécurité - Mairie de SAINT ANDRE LES VERGERS,Fonction publique Territoriale,O010231001239266,Aube (10),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/referent-securite---mairie-de-saint-andre-les-vergers-reference-O010231001239266/,10.0,C
610,610,Jardinier (H/F) - TOUL,Fonction publique Territoriale,O054231101259750,Meurthe et Moselle (54),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/jardinier-hf---toul-reference-O054231101259750/,54.0,C
611,611,Technicien - ST ETIENNE LES RT,Fonction publique Territoriale,O088231101248991,Vosges (88),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien---st-etienne-les-rt-reference-O088231101248991/,88.0,C
612,612,Ouvrier polyvalent de maintenance des bâtiments - Spécialité menuiserie-ébénisterie,Fonction publique Territoriale,O010230401004498,Aube (10),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/ouvrier-polyvalent-de-maintenance-des-batiments---specialite-menuiserie-ebenisterie-reference-O010230401004498/,10.0,C
613,613,Régisseur Polyvalent - Mairie de SAINT ANDRE LES VERGERS,Fonction publique Territoriale,O010230801156466,Aube (10),2023-12-26,https://choisirleservicepublic.gouv.fr/offre-emploi/regisseur-polyvalent---mairie-de-saint-andre-les-vergers-reference-O010230801156466/,10.0,C
614,614,Agent des interventions techniques polyvalent en milieu rural (h/f) - MAIRIE DE PELTRE,Fonction publique Territoriale,O057231101267306,Moselle (57),2023-12-23,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-des-interventions-techniques-polyvalent-en-milieu-rural-hf---mairie-de-peltre-reference-O057231101267306/,57.0,C
615,615,OUVRIER PRINCIPAL DE DEUXIEME CLASSE H/F,Fonction publique Hospitalière,2023-1432898,Vosges (88),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/ouvrier-principal-de-deuxieme-classe-hf-reference-2023-1432898/,88.0,C
616,616,AGENTS DES SERVICES HOSPITALIERS QUALIFIES H/F,Fonction publique Hospitalière,2023-1432889,Vosges (88),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/agents-des-services-hospitaliers-qualifies-hf-reference-2023-1432889/,88.0,C
617,617,ADJOINT ADMINISTRATIF H/F,Fonction publique Hospitalière,2023-1432883,Vosges (88),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-administratif-hf-reference-2023-1432883/,88.0,C
618,618,Adjoint(e) administratif(-ive) service scolarité H/F,Fonction publique de l'État,2023-1432743,Bas Rhin (67),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/adjointe-administratif-ive-service-scolarite-hf-reference-2023-1432743/,67.0,C
619,619,Secrétaire de mairie (h/f) - LARIVIERE-ARNONCOURT,Fonction publique Territoriale,O052231201303138,Haute-Marne (52),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/secretaire-de-mairie-hf---lariviere-arnoncourt-reference-O052231201303138/,52.0,C
620,620,SECRETAIRE- ASSISTANT·E F/H - EUROMETROPOLE DE STRASBOURG,Fonction publique Territoriale,O067231201302428,Bas Rhin (67),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/secretaire--assistante-fh---eurometropole-de-strasbourg-reference-O067231201302428/,67.0,C
621,621,Une ou un Agent de maintenance spécialisé - installateur sanitaire et chauffagiste F/H (Poste[...],Fonction publique Territoriale,O067231201303607,Bas Rhin (67),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/une-ou-un-agent-de-maintenance-specialise---installateur-sanitaire-et-chauffagiste-fh-poste-reference-O067231201303607/,67.0,C
622,622,Animateur enfance - jeunesse (h/f) - COMMUNAUTE DE COMMUNES DE LA MOSSIG ET DU VIGNOBLE,Fonction publique Territoriale,O067231201303800,Bas Rhin (67),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/animateur-enfance---jeunesse-hf---communaute-de-communes-de-la-mossig-et-du-vignoble-reference-O067231201303800/,67.0,C
623,623,Agent d'entretien des espaces verts (h/f) - MAIRIE D'OSTWALD,Fonction publique Territoriale,O067231201303774,Bas Rhin (67),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-entretien-des-espaces-verts-hf---mairie-d-ostwald-reference-O067231201303774/,67.0,C
624,624,Adjoint/adjointe à la chargée des opérations de construction - MAIRIE DE BISCHHEIM,Fonction publique Territoriale,O067231201302570,Bas Rhin (67),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/adjointadjointe-a-la-chargee-des-operations-de-construction---mairie-de-bischheim-reference-O067231201302570/,67.0,C
625,625,Agent-e de conservation des cimetières - MAIRIE D'OSTWALD,Fonction publique Territoriale,O067231201303848,Bas Rhin (67),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-e-de-conservation-des-cimetieres---mairie-d-ostwald-reference-O067231201303848/,67.0,C
626,626,Responsable / chef d'équipe Service Technique - MAIRIE D'EBERSHEIM,Fonction publique Territoriale,O067231201303026,Bas Rhin (67),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable--chef-d-equipe-service-technique---mairie-d-ebersheim-reference-O067231201303026/,67.0,C
627,627,UN(E) CHARGE(E) D'ACCUEIL  ET GESTIONNAIRE ADMINISTRATIF ET FINANCIER (F/H) - NANCY,Fonction publique Territoriale,O054231201303863,Meurthe et Moselle (54),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/une-chargee-d-accueil--et-gestionnaire-administratif-et-financier-fh---nancy-reference-O054231201303863/,54.0,C
628,628,Conducteur de station d'épuration - S.I. ASSAINISSEMENT DU HAUT DES RANGS A DOMMARTIN LES REMIREMONT,Fonction publique Territoriale,O088231201292762,Vosges (88),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/conducteur-de-station-d-epuration---si-assainissement-du-haut-des-rangs-a-dommartin-les-remiremont-reference-O088231201292762/,88.0,C
629,629,ANIMATEUR FRANCE SERVICES - COMMUNAUTE DE COMMUNES TERRE D'EAU,Fonction publique Territoriale,O088231201302789,Vosges (88),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/animateur-france-services---communaute-de-communes-terre-d-eau-reference-O088231201302789/,88.0,C
630,630,ASSISTANT EDUCATIF PETITE ENFANCE (H/F) - CTE COM. de Seille et Grand Couronné,Fonction publique Territoriale,O054231201303900,Meurthe et Moselle (54),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-educatif-petite-enfance-hf---cte-com-de-seille-et-grand-couronne-reference-O054231201303900/,54.0,C
631,631,Agent des interventions techniques polyvalent en milieu rural (h/f) - MAIRIE DE FAULQUEMONT,Fonction publique Territoriale,O057231201304120,Moselle (57),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-des-interventions-techniques-polyvalent-en-milieu-rural-hf---mairie-de-faulquemont-reference-O057231201304120/,57.0,C
632,632,Assistant administratif - SDIS de Haut-Rhin,Fonction publique Territoriale,O068231201303298,Haut Rhin (68),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-administratif---sdis-de-haut-rhin-reference-O068231201303298/,68.0,C
633,633,Mécanicien VL/PL et petit matériel - SDIS de Haut-Rhin,Fonction publique Territoriale,O068231201303186,Haut Rhin (68),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/mecanicien-vlpl-et-petit-materiel---sdis-de-haut-rhin-reference-O068231201303186/,68.0,C
634,634,Second au Chef d'équipe Espaces Verts (H/F) - MAIRIE DE METZ,Fonction publique Territoriale,O057231201304653,Moselle (57),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/second-au-chef-d-equipe-espaces-verts-hf---mairie-de-metz-reference-O057231201304653/,57.0,C
635,635,Intervenant-e social-e à mi-temps - MAIRIE D'OSTWALD,Fonction publique Territoriale,O067231201303256,Bas Rhin (67),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/intervenant-e-social-e-a-mi-temps---mairie-d-ostwald-reference-O067231201303256/,67.0,C
636,636,Agent-e d'entretien des gymnases - MAIRIE D'OSTWALD,Fonction publique Territoriale,O067231201303485,Bas Rhin (67),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-e-d-entretien-des-gymnases---mairie-d-ostwald-reference-O067231201303485/,67.0,C
637,637,Chef de cuisine - F/H - CONSEIL DEPARTEMENTAL DE LA MARNE,Fonction publique Territoriale,O051230901203750,Marne (51),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-cuisine---fh---conseil-departemental-de-la-marne-reference-O051230901203750/,51.0,C
638,638,Electricien (h/f) - NANCY,Fonction publique Territoriale,O054230801171956,Meurthe et Moselle (54),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/electricien-hf---nancy-reference-O054230801171956/,54.0,C
639,639,Agent polyvalent menuisier - MAIRIE DE ROMBAS,Fonction publique Territoriale,O057221200869495,Moselle (57),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-polyvalent-menuisier---mairie-de-rombas-reference-O057221200869495/,57.0,C
640,640,Assistant(e) gestion financière (H/F) - HOMECOURT,Fonction publique Territoriale,O054220500635997,Meurthe et Moselle (54),2023-12-22,https://choisirleservicepublic.gouv.fr/offre-emploi/assistante-gestion-financiere-hf---homecourt-reference-O054220500635997/,54.0,C
641,641,Gestionnaire Achats (H/F),Fonction publique Hospitalière,2023-1431263,Marne (51),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-achats-hf--reference-2023-1431263/,51.0,C
642,642,Électricien ou Électromécanicien H/F,Fonction publique Hospitalière,2023-1410383,Bas Rhin (67),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/lectricien-ou-lectromecanicien-hf-reference-2023-1410383/,67.0,C
643,643,Adjoint Administratif ou Assistant Médico-Administratif 70% (H/F) H/F,Fonction publique Hospitalière,2023-1410353,Bas Rhin (67),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/adjoint-administratif-ou-assistant-medico-administratif-70-hf-hf-reference-2023-1410353/,67.0,C
644,644,Assistant de gestion administrative (H/F) - JARVILLE-LA-MALGRANGE,Fonction publique Territoriale,O054231101253474,Meurthe et Moselle (54),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-de-gestion-administrative-hf---jarville-la-malgrange-reference-O054231101253474/,54.0,C
645,645,Agent de Surveillance de la Voie Publique (H/F) - JARVILLE-LA-MALGRANGE,Fonction publique Territoriale,O054231001212201,Meurthe et Moselle (54),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-de-surveillance-de-la-voie-publique-hf---jarville-la-malgrange-reference-O054231001212201/,54.0,C
646,646,Agent technique polyvalent de collectivité (h/f) secteur de Ligny en Barrois - CENTRE DE GESTION,Fonction publique Territoriale,O055231101246188,Meuse (55),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-technique-polyvalent-de-collectivite-hf-secteur-de-ligny-en-barrois---centre-de-gestion-reference-O055231101246188/,55.0,C
647,647,Magasinier H/F - CTE COM. DU BASSIN DE POMPEY,Fonction publique Territoriale,O054231001228814,Meurthe et Moselle (54),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/magasinier-hf---cte-com-du-bassin-de-pompey-reference-O054231001228814/,54.0,C
648,648,Assistant ressources humaines (h/f) - COMMUNAUTE DE COMMUNES DU PAYS DE NIEDERBRONN-LES-BAINS,Fonction publique Territoriale,O067231001228281,Bas Rhin (67),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-ressources-humaines-hf---communaute-de-communes-du-pays-de-niederbronn-les-bains-reference-O067231001228281/,67.0,C
649,649,Agent des interventions techniques polyvalent en milieu rural (h/f),Fonction publique Territoriale,O054231001206597,Meurthe et Moselle (54),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-des-interventions-techniques-polyvalent-en-milieu-rural-hf-reference-O054231001206597/,54.0,C
650,650,Agent de maintenance des installations sanitaires et thermiques - COMMUNE DE GUEBWILLER,Fonction publique Territoriale,O068230901182649,Haut Rhin (68),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-de-maintenance-des-installations-sanitaires-et-thermiques---commune-de-guebwiller-reference-O068230901182649/,68.0,C
651,651,agent.e de collecte titulaire du PL,Fonction publique Territoriale,O051231201300476,Marne (51),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/agente-de-collecte-titulaire-du-pl-reference-O051231201300476/,51.0,C
652,652,Une ou un Agent d'exploitation de la route F/H (Poste n°68-1301) - COLLECTIVITE EUROPEENNE D'ALSACE,Fonction publique Territoriale,O067231201300625,Haut Rhin (68),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/une-ou-un-agent-d-exploitation-de-la-route-fh-poste-n68-1301---collectivite-europeenne-d-alsace-reference-O067231201300625/,68.0,C
653,653,Assistant ressources humaines (h/f) - COMMUNE DE BRUNSTATT-DIDENHEIM,Fonction publique Territoriale,O068231201301748,Haut Rhin (68),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-ressources-humaines-hf---commune-de-brunstatt-didenheim-reference-O068231201301748/,68.0,C
654,654,"Assistant(e) de gestion financière, budgétaire ou comptable - COM. COM. VAL D'ARGENT",Fonction publique Territoriale,O068231201300561,Haut Rhin (68),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/assistante-de-gestion-financiere-budgetaire-ou-comptable---com-com-val-d-argent-reference-O068231201300561/,68.0,C
655,655,Agent des interventions techniques polyvalent en milieu rural (h/f) - BULLIGNY,Fonction publique Territoriale,O054231201300665,Meurthe et Moselle (54),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-des-interventions-techniques-polyvalent-en-milieu-rural-hf---bulligny-reference-O054231201300665/,54.0,C
656,656,Assistant de Direction H/F - REGION GRAND EST,Fonction publique Territoriale,O067231201301766,Moselle (57),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-de-direction-hf---region-grand-est-reference-O067231201301766/,57.0,C
657,657,Animateur enfance - jeunesse (h/f) - MARDEUIL,Fonction publique Territoriale,O051231201301880,Marne (51),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/animateur-enfance---jeunesse-hf---mardeuil-reference-O051231201301880/,51.0,C
658,658,UNE OU UN CHEF D'ÉQUIPE MAINTENANCE F/H (POSTE N°68-221) - COLLECTIVITE EUROPEENNE D'ALSACE,Fonction publique Territoriale,O067231201294965,Haut Rhin (68),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/une-ou-un-chef-d-quipe-maintenance-fh-poste-n68-221---collectivite-europeenne-d-alsace-reference-O067231201294965/,68.0,C
659,659,Un agent de service de restauration (H/F) - CTE COM. DU BASSIN DE POMPEY,Fonction publique Territoriale,O054231201302083,Meurthe et Moselle (54),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/un-agent-de-service-de-restauration-hf---cte-com-du-bassin-de-pompey-reference-O054231201302083/,54.0,C
660,660,Chef de cuisine - F/H - CONSEIL DEPARTEMENTAL DE LA MARNE,Fonction publique Territoriale,O051231201302383,Marne (51),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-cuisine---fh---conseil-departemental-de-la-marne-reference-O051231201302383/,51.0,C
661,661,Agent polyvalent entretien des bâtiments  - CONTREXEVILLE,Fonction publique Territoriale,O088231201302208,Vosges (88),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-polyvalent-entretien-des-batiments----contrexeville-reference-O088231201302208/,88.0,C
662,662,Electricien H/F - Agent de maitrise - CONTREXEVILLE,Fonction publique Territoriale,O088231201302169,Vosges (88),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/electricien-hf---agent-de-maitrise---contrexeville-reference-O088231201302169/,88.0,C
663,663,ACCOMPAGNATRICE DE BUS - MAZELEY,Fonction publique Territoriale,O088231201300962,Vosges (88),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/accompagnatrice-de-bus---mazeley-reference-O088231201300962/,88.0,C
664,664,Animateur enfance - jeunesse (h/f) - MARDEUIL,Fonction publique Territoriale,O051231201302044,Marne (51),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/animateur-enfance---jeunesse-hf---mardeuil-reference-O051231201302044/,51.0,C
665,665,Agent des interventions techniques polyvalent en milieu rural (h/f) - COMMUNE DE ROSENAU,Fonction publique Territoriale,O068231201289156,Haut Rhin (68),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-des-interventions-techniques-polyvalent-en-milieu-rural-hf---commune-de-rosenau-reference-O068231201289156/,68.0,C
666,666,ASSISTANT(E) DE GESTION ADMINISTRATIVE - BAZANCOURT,Fonction publique Territoriale,O051231201300886,Marne (51),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/assistante-de-gestion-administrative---bazancourt-reference-O051231201300886/,51.0,C
667,667,Agent chargé de l'accueil et de la population  - COMMUNE DE NEUF-BRISACH,Fonction publique Territoriale,O068231201278679,Haut Rhin (68),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-charge-de-l-accueil-et-de-la-population----commune-de-neuf-brisach-reference-O068231201278679/,68.0,C
668,668,Assistant administratif du CCAS (h/f) - CCAS DE JARVILLE-LA-MALGRANGE,Fonction publique Territoriale,O054230400993767,Meurthe et Moselle (54),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-administratif-du-ccas-hf---ccas-de-jarville-la-malgrange-reference-O054230400993767/,54.0,C
669,669,Policier municipal (h/f) - JARVILLE-LA-MALGRANGE,Fonction publique Territoriale,O054230501026170,Meurthe et Moselle (54),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/policier-municipal-hf---jarville-la-malgrange-reference-O054230501026170/,54.0,C
670,670,Gestionnaire transport routier interurbain et scolaire H/F - REGION GRAND EST,Fonction publique Territoriale,O067230501024734,Haut Rhin (68),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-transport-routier-interurbain-et-scolaire-hf---region-grand-est-reference-O067230501024734/,68.0,C
671,671,Responsable adjoint du service Voirie/Espaces-verts - FISMES,Fonction publique Territoriale,O051231201298520,Marne (51),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-adjoint-du-service-voirieespaces-verts---fismes-reference-O051231201298520/,51.0,C
672,672,Secrétaire de mairie (h/f) - Mairie de CUNFIN,Fonction publique Territoriale,O010231201302229,Aube (10),2023-12-21,https://choisirleservicepublic.gouv.fr/offre-emploi/secretaire-de-mairie-hf---mairie-de-cunfin-reference-O010231201302229/,10.0,C
673,673,Agent d'entretien des cimetières nationaux de Suippes H/F,Fonction publique de l'État,2023-1430204,Marne (51),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-entretien-des-cimetieres-nationaux-de-suippes-hf-reference-2023-1430204/,51.0,C
674,674,SURVEILLANT - SURVEILLANTE DE TRAVAUX - EUROMETROPOLE DE STRASBOURG,Fonction publique Territoriale,O067231201298535,Bas Rhin (67),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/surveillant---surveillante-de-travaux---eurometropole-de-strasbourg-reference-O067231201298535/,67.0,C
675,675,Chef d'équipe - COMMUNE DE ALTKIRCH,Fonction publique Territoriale,O068231201298609,Haut Rhin (68),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-d-equipe---commune-de-altkirch-reference-O068231201298609/,68.0,C
676,676,"Gestionnaire Administratif, Financier et des Marchés Publics H/F - REGION GRAND EST",Fonction publique Territoriale,O067231201298853,Moselle (57),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-administratif-financier-et-des-marches-publics-hf---region-grand-est-reference-O067231201298853/,57.0,C
677,677,"Gestionnaire Administratif, Financier et des Marchés Publics H/F - REGION GRAND EST",Fonction publique Territoriale,O067231201298917,Marne (51),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-administratif-financier-et-des-marches-publics-hf---region-grand-est-reference-O067231201298917/,51.0,C
678,678,Gestionnaire Administratif et Financier H/F - REGION GRAND EST,Fonction publique Territoriale,O067231201299604,Marne (51),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-administratif-et-financier-hf---region-grand-est-reference-O067231201299604/,51.0,C
679,679,Chef de l'équipe mobile d'ouvriers professionnels du secteur de Saint-Dizier(H/F) - REGION GRAND EST,Fonction publique Territoriale,O067231201298356,Haute-Marne (52),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-l-equipe-mobile-d-ouvriers-professionnels-du-secteur-de-saint-dizierhf---region-grand-est-reference-O067231201298356/,52.0,C
680,680,Agent des interventions techniques polyvalent en milieu rural (h/f) - Mairie de FONTETTE,Fonction publique Territoriale,O010231201298558,Aube (10),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-des-interventions-techniques-polyvalent-en-milieu-rural-hf---mairie-de-fontette-reference-O010231201298558/,10.0,C
681,681,SURVEILLANT(E) DE TRAVAUX DE VOIRIE (F/H) - Métropole du Grand Nancy,Fonction publique Territoriale,O054231201300117,Meurthe et Moselle (54),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/surveillante-de-travaux-de-voirie-fh---metropole-du-grand-nancy-reference-O054231201300117/,54.0,C
682,682,Secrétaire de mairie (h/f) - ISLES-SUR-SUIPPE,Fonction publique Territoriale,O051231201298804,Marne (51),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/secretaire-de-mairie-hf---isles-sur-suippe-reference-O051231201298804/,51.0,C
683,683,Gestionnaire budgétaire et comptable (h/f) - COMMUNE DE COLMAR,Fonction publique Territoriale,O068231201296669,Haut Rhin (68),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-budgetaire-et-comptable-hf---commune-de-colmar-reference-O068231201296669/,68.0,C
684,684,Chef de parc de stationnement du parking Lacarre (h/f) - COMMUNE DE COLMAR,Fonction publique Territoriale,O068231201296480,Haut Rhin (68),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-parc-de-stationnement-du-parking-lacarre-hf---commune-de-colmar-reference-O068231201296480/,68.0,C
685,685,SECOND DE CUISINE (H/F) - Conseil Départemental de la Haute-Marne,Fonction publique Territoriale,O052231001216394,Haute-Marne (52),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/second-de-cuisine-hf---conseil-departemental-de-la-haute-marne-reference-O052231001216394/,52.0,C
686,686,"Agent d'entretien, d'accueil et de caisse des piscines (h/f) - CTE COM. Orne Lorraine Confluences",Fonction publique Territoriale,O054231101269969,Meurthe et Moselle (54),2023-12-20,https://choisirleservicepublic.gouv.fr/offre-emploi/agent-d-entretien-d-accueil-et-de-caisse-des-piscines-hf---cte-com-orne-lorraine-confluences-reference-O054231101269969/,54.0,C
687,687,Gestionnaire de ressources humaines,Fonction publique de l'État,MINT_BA054ATC-77994,Meurthe et Moselle (54),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-de-ressources-humaines-reference-MINT_BA054ATC-77994/,54.0,C
688,688,1 Ouvrier principal 2ème classe (agent service technique) H/F,Fonction publique Hospitalière,2023-1428736,Moselle (57),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/1-ouvrier-principal-2eme-classe-agent-service-technique-hf-reference-2023-1428736/,57.0,C
689,689,3 Ouvriers principaux 2ème classe (moniteurs d'atelier) H/F,Fonction publique Hospitalière,2023-1428725,Moselle (57),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/3-ouvriers-principaux-2eme-classe-moniteurs-d-atelier-hf-reference-2023-1428725/,57.0,C
690,690,RESPONSABLE TECHNIQUE DE SITE - F/H - EUROMETROPOLE DE STRASBOURG,Fonction publique Territoriale,O067231201297566,Bas Rhin (67),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-technique-de-site---fh---eurometropole-de-strasbourg-reference-O067231201297566/,67.0,C
691,691,Chauffeur ripeur (H/F) - Communauté d'Agglomération de Bar-le-Duc - Sud Meuse,Fonction publique Territoriale,O055231201297528,Meuse (55),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/chauffeur-ripeur-hf---communaute-d-agglomeration-de-bar-le-duc---sud-meuse-reference-O055231201297528/,55.0,C
692,692,Secrétaire de mairie (h/f) - GIRAUVOISIN,Fonction publique Territoriale,O055231201297885,Meuse (55),2023-12-19,https://choisirleservicepublic.gouv.fr/offre-emploi/secretaire-de-mairie-hf---girauvoisin-reference-O055231201297885/,55.0,C
